Country,Year,Gender,Type Of Areas,Age Group,Status Of Usual Activity,Industry Of Usual Activity,"Not Literates Under Highest Level Of Education Successfully Completed (UOM:%(Percentage)), Scaling Factor:1","Literates Upto Primary Level Of Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Middle Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Secondary Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Higher Secondary Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Diploma Or Certificate Course Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Graduates Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Post Graduates And Above Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Secondary Level And Above Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","All Persons Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Estimated Persons Under Highest Level Of Education Completed (UOM:Number), Scaling Factor:1","Sample Persons Under Highest Level Of Education Completed (UOM:Number), Scaling Factor:1"
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15-29 years,91-97,,59.2,59.5,72.4,81.3,81.1,46.7,59.4,43.6,73.8,71.2,,37340.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15-29 years,11-97,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,52829.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,"11,12",01-03,12.7,10.7,7.2,4.6,2.6,4.3,1.3,0.9,2.9,7.8,,12894.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,"11,12",01-96,15.5,16.3,13.0,9.7,7.4,9.8,6.0,5.5,7.8,12.4,,21705.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,"11,12",05-43,1.7,4.1,4.5,3.8,3.1,2.9,1.7,0.8,2.8,3.0,,5166.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,"11,12",45-96,1.1,1.6,1.3,1.3,1.8,2.6,3.1,3.7,2.1,1.6,,3645.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,21,01-03,19.3,15.6,12.8,9.0,7.8,3.7,4.1,2.5,6.8,13.1,,17617.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,21,01-96,20.4,17.7,14.9,11.0,9.4,5.3,6.0,3.8,8.6,14.8,,20648.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,21,05-43,0.5,0.8,0.9,0.6,0.6,0.9,0.4,0.5,0.6,0.6,,1003.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,21,45-96,0.6,1.3,1.2,1.3,1.1,0.7,1.5,0.9,1.2,1.1,,2028.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,11-21,01-03,32.0,26.3,20.0,13.6,10.3,8.1,5.4,3.4,9.7,20.9,,30511.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,11-21,01-96,35.9,34.0,27.9,20.7,16.8,15.1,12.1,9.3,16.4,27.2,,42353.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,11-21,05-43,2.2,4.9,5.4,4.5,3.7,3.8,2.1,1.3,3.4,3.7,,6169.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,11-21,45-96,1.7,2.9,2.5,2.7,2.8,3.3,4.6,4.6,3.3,2.6,,5673.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,31,01-03,0.3,0.4,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.2,,277.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,31,01-99,3.0,5.5,4.7,4.9,5.4,31.8,18.1,29.8,10.6,6.4,,12381.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,31,05-43,0.4,1.1,1.3,0.9,0.8,3.7,1.3,1.1,1.0,0.9,,1557.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,31,45-99,2.3,4.0,3.2,4.0,4.6,28.1,16.7,28.6,9.6,5.3,,10547.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,41,,1.2,1.4,0.9,0.6,0.4,1.1,0.2,0.4,0.4,0.9,,1618.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,51,01-03,8.5,7.3,3.6,1.8,1.0,0.6,0.2,0.1,1.0,4.7,,5206.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,51,01-99,10.3,9.3,4.4,2.2,1.2,0.7,0.2,0.1,1.2,5.8,,6857.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,51,05-43,1.6,1.8,0.7,0.3,0.2,0.2,0.0,0.0,0.2,0.9,,1341.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,51,45-99,0.2,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,,310.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,41 & 51,01-99,11.5,10.7,5.3,2.9,1.7,1.9,0.4,0.5,1.7,6.7,,8475.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,11-51,01-03,40.9,34.1,24.0,15.6,11.4,8.9,5.6,3.5,10.8,26.0,,36291.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,11-51,01-99,50.4,50.2,37.8,28.5,23.9,48.8,30.5,39.6,28.7,40.3,,63209.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,11-51,05-43,5.3,8.9,8.0,6.1,5.0,8.3,3.6,2.9,4.9,6.3,,10334.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,11-51,45-99,4.2,7.2,5.8,6.8,7.5,31.6,21.3,33.2,13.0,8.1,,16584.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,81,,0.0,0.1,0.4,0.5,1.1,7.0,7.8,11.5,3.4,1.3,,3023.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,11-81,,50.4,50.3,38.2,29.0,25.0,55.8,38.4,51.1,32.2,41.7,,66232.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,UR,,0.1,0.2,0.9,1.7,4.5,12.5,20.4,22.5,10.6,3.2,,
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,91,,0.0,1.3,13.3,27.3,31.3,6.5,10.0,2.6,22.2,10.6,,18106.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,92,,24.1,31.2,34.4,32.4,33.3,27.5,41.1,36.3,35.0,31.0,,50062.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,93,,10.1,11.4,11.5,8.6,8.8,5.6,8.1,7.0,8.4,10.0,,14526.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,94,,10.6,4.5,2.1,2.2,1.2,4.4,2.1,2.7,1.9,4.9,,8391.0
India,"PLFS Year (Jul - Jun), 2023",Female,Rural + Urban,15 years and above,95,,2.4,0.8,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.9,,1415.0
