Country,State,Year,Type Of Areas,Age Group,Gender,"Labour Force Participation Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1","Worker Population Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"," Unemployment Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Female,34,30.4,10.6
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Persons,57,52.6,7.6
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Male,63.6,59.5,6.5
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Female,27.9,24.9,10.6
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Persons,46.4,42.9,7.6
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Male,71.9,67.1,6.6
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Female,50.6,47.6,5.8
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Persons,61.7,57.8,6.3
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Male,86.7,84.3,2.8
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Female,63.6,62,2.5
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Persons,75.3,73.3,2.7
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Male,83.4,81.2,2.6
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Female,59.5,58.1,2.4
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Persons,71.5,69.7,2.5
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Male,64.9,63.2,2.6
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Female,46.1,45,2.4
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Persons,55.5,54.2,2.5
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Male,63,57.4,8.8
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Female,11.9,0.1,99.2
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Persons,47,39.6,15.9
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Male,80.3,77.4,3.6
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Female,18.2,14.6,19.8
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Persons,53.1,49.9,6
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Male,79.9,77,3.6
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Female,17.9,14.5,19.5
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Persons,52.5,49.4,6
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Male,54.7,52.8,3.6
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Female,13.8,11.1,19.5
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Persons,37.8,35.5,6
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Male,46.6,44.6,4.4
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Female,18.1,17.5,3.5
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Persons,34.6,33.1,4.2
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Male,76,74.3,2.3
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Female,21.3,21,1.1
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Persons,51.4,50.4,2
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Male,69.9,68.3,2.2
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Female,18.5,18.3,1.1
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Persons,46.3,45.4,2
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Male,54,52.8,2.2
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Female,14.5,14.3,1.1
India,Delhi,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Persons,35.9,35.2,2
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Male,47.1,45,4.6
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Female,18,17.2,4.8
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Persons,34.9,33.3,4.6
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Male,76.1,74.4,2.3
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Female,21.2,20.9,1.5
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Persons,51.5,50.4,2.1
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Male,70.1,68.6,2.2
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Female,18.5,18.3,1.5
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Persons,46.4,45.5,2.1
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Male,54,52.8,2.2
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Female,14.5,14.2,1.5
India,Delhi,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Persons,36,35.2,2.1
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Male,62.7,53.6,14.5
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Female,20.4,13.7,32.6
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Persons,43.3,35.4,18.4
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Male,83.8,77.4,7.6
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Female,33.1,28.3,14.5
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Persons,59.6,54,9.4
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Male,75.9,70.5,7.1
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Female,27.5,23.7,13.8
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Persons,52,47.4,8.9
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Male,58.1,54,7.1
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Female,21.8,18.8,13.8
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Persons,40.5,36.9,8.9
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Male,47.9,42.2,11.9
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Female,32.9,22.9,30.3
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Persons,40.2,32.3,19.7
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Male,83.5,80.2,3.9
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Female,37.7,30.5,19
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Persons,61.2,56,8.5
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Male,72.8,70,3.8
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Female,30.5,24.9,18.6
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Persons,51.6,47.4,8.2
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Male,54.9,52.8,3.8
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Female,23.7,19.3,18.6
India,Goa,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Persons,39.5,36.3,8.2
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Male,54.4,47.2,13.2
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Female,28.1,19.4,31
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Persons,41.5,33.5,19.1
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Male,83.6,79,5.5
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Female,35.8,29.6,17.3
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Persons,60.5,55.2,8.9
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Male,74.1,70.2,5.2
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Female,29.3,24.4,16.7
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Persons,51.8,47.4,8.5
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Male,56.3,53.3,5.2
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Female,22.9,19.1,16.7
India,Goa,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Persons,39.9,36.5,8.5
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Male,75.4,74.3,1.4
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Female,49,48.7,0.7
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Persons,62.7,62,1.2
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Male,88.8,88.3,0.5
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Female,63.8,63.6,0.2
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Persons,76.7,76.3,0.4
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Male,84.9,84.5,0.5
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Female,57.9,57.8,0.2
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Persons,71.5,71.3,0.4
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Male,62.8,62.5,0.5
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Female,44.3,44.2,0.2
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Persons,53.8,53.6,0.4
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Male,68.6,64.5,5.9
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Female,28.1,25.9,7.8
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Persons,50.2,47,6.4
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Male,84.6,82.9,2.1
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Female,33.5,32.3,3.4
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Persons,60.4,58.9,2.5
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Male,79.3,77.7,2
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Female,29.6,28.6,3.3
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Persons,55.4,54.1,2.3
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Male,62,60.8,2
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Female,23.6,22.8,3.3
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Persons,43.7,42.7,2.3
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Male,72.5,70.1,3.3
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Female,40.6,39.5,2.7
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Persons,57.5,55.8,3.1
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Male,87,85.9,1.2
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Female,50.9,50.3,1.1
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Persons,69.6,68.8,1.2
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Male,82.4,81.5,1.1
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Female,46,45.6,1
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Persons,64.6,63.9,1.1
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Male,62.5,61.8,1.1
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Female,35.8,35.4,1
India,Gujarat,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Persons,49.6,49.1,1.1
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Male,56.8,50,11.8
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Female,12.9,12.1,6.7
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Persons,37.3,33.2,11
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Male,78.2,75.2,3.8
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Female,30.4,29.8,1.8
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Persons,55.8,53.9,3.3
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Male,71.9,69.3,3.6
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Female,26.3,25.9,1.7
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Persons,50,48.5,3.1
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Male,51.8,50,3.6
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Female,20.2,19.9,1.7
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Persons,37.1,36,3.1
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Male,59.6,53.7,9.8
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Female,17.4,15.4,11.5
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Persons,40.9,36.8,10.2
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Male,81,77.5,4.3
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Female,23.8,23,3.4
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Persons,54.1,51.8,4.1
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Male,73.9,70.9,4.1
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Female,20.8,20.1,3.3
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Persons,48.6,46.7,4
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Male,56.3,53.9,4.1
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Female,16.7,16.1,3.3
India,Haryana,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Persons,37.9,36.4,4
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Male,57.9,51.5,11
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Female,14.7,13.4,8.9
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Persons,38.7,34.6,10.7
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Male,79.3,76.1,4
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Female,27.7,27.1,2.3
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Persons,55.1,53.1,3.6
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Male,72.7,69.9,3.8
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Female,24.2,23.6,2.2
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Persons,49.5,47.8,3.4
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Male,53.5,51.5,3.8
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Female,18.8,18.4,2.2
India,Haryana,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Persons,37.4,36.1,3.4
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Male,70.3,61.8,12.1
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Female,60.3,48,20.4
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Persons,65.3,54.8,16
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Male,87.3,84.1,3.7
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Female,76.8,70.8,7.8
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Persons,81.8,77.1,5.7
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Male,82.4,79.8,3.2
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Female,70.2,65.3,7
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Persons,76,72.2,5
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Male,64.9,62.8,3.2
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Female,58.7,54.6,7
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Persons,61.7,58.6,5
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Male,62.1,56.1,9.6
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Female,37.4,21.6,42.3
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Persons,52.2,42.3,19
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Male,81.6,77.3,5.2
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Female,50.6,41.1,18.8
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Persons,68.1,61.6,9.6
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Male,77.5,73.8,4.8
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Female,45.1,36.9,18.2
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Persons,63.2,57.5,9
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Male,64.2,61.1,4.8
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Female,35.7,29.2,18.2
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Persons,51.4,46.7,9
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Male,68.9,60.8,11.7
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Female,57.5,44.8,22.1
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Persons,63.3,52.9,16.3
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Male,86.4,83,3.9
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Female,73.9,67.5,8.6
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Persons,80,75,6.2
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Male,81.7,78.9,3.4
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Female,67.6,62.3,7.8
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Persons,74.4,70.3,5.5
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Male,64.8,62.6,3.4
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Female,56.2,51.8,7.8
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Persons,60.5,57.2,5.4
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Male,57.3,51.2,10.6
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Female,41.2,31.7,23
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Persons,49.8,42.2,15.3
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Male,79.9,76.8,3.9
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Female,60.5,55.8,7.7
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Persons,70.4,66.5,5.5
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Male,76,73.4,3.5
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Female,56.8,52.8,7.1
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Persons,66.7,63.4,5
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Male,55.7,53.8,3.5
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Female,41.9,38.9,7.1
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Persons,49,46.6,5
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Male,52.8,43.4,17.7
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Female,31.9,16.1,49.6
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Persons,43.2,30.9,28.5
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Male,80.4,76.2,5.2
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Female,37.4,26.7,28.6
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Persons,59.8,52.5,12.2
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Male,74.6,71,4.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Female,33.1,24.1,27.2
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Persons,54.5,48.3,11.4
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Male,58.2,55.4,4.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Female,25.8,18.8,27.2
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Urban,All Ages,Persons,42.5,37.7,11.4
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Male,56.5,49.9,11.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Female,39.6,29,26.7
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-29 years,Persons,48.7,40.2,17.4
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Male,80,76.7,4.2
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Female,56,50.2,10.4
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15-59 years,Persons,68.3,63.7,6.7
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Male,75.7,72.9,3.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Female,52.1,47.1,9.7
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,15 years and above,Persons,64.3,60.4,6.1
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Male,56.2,54.1,3.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Female,38.8,35.1,9.7
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2023",Rural + Urban,All Ages,Persons,47.8,44.9,6.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Male,67.9,66.2,2.5
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Female,43.4,43.4,0.2
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,15-29 years,Persons,55.2,54.4,1.6
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Male,84.9,84.1,0.9
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Female,61.3,61.3,0.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,15-59 years,Persons,72.7,72.3,0.6
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Male,80.9,80.2,0.8
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Female,57.3,57.2,0.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,15 years and above,Persons,68.7,68.4,0.5
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Male,53.1,52.7,0.8
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Female,40.4,40.4,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Rural,All Ages,Persons,46.8,46.6,0.5
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Male,49.8,41.6,16.6
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Female,17.3,14.4,16.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,15-29 years,Persons,34.4,28.7,16.6
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Male,75.3,70.7,6.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Female,21.5,20.2,6
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,15-59 years,Persons,48.8,45.9,6.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2023",Urban,15 years and above,Male,68.8,64.8,5.8
